name,start,end,length,free_flow_speed
997,291,534,332.1,11.11
998,291,536,425.5,11.11
999,292,293,141.2,11.11
1000,292,297,124.4,11.11
1001,293,294,85.5,11.11
1002,293,295,150.2,11.11
1003,293,297,176.4,11.11
1004,294,295,148.3,11.11
1005,294,339,175.5,11.11
1006,294,340,95.6,11.11
1007,294,342,352.4,11.11
1008,295,296,107.8,11.11
1009,295,297,178.7,11.11
1010,295,323,115.7,11.11
1011,295,325,157.3,11.11
1012,295,338,149.0,11.11
1013,295,339,190.9,11.11
1014,295,340,150.1,11.11
1015,296,297,77.0,11.11
1016,296,298,167.8,11.11
1017,296,323,126.5,11.11
1018,296,324,110.1,11.11
1019,297,298,116.6,11.11
1020,297,324,132.3,11.11
1021,298,299,56.1,11.11
1022,298,303,178.8,11.11
1023,298,324,129.8,11.11
1024,299,300,71.3,11.11
1025,299,303,169.2,11.11
1026,299,324,97.5,11.11
1027,300,301,103.5,11.11
1028,300,302,83.0,11.11
1029,300,303,171.0,11.11
1030,300,316,129.5,11.11
1031,300,321,131.6,11.11
1032,300,322,160.2,11.11
1033,300,324,107.8,11.11
1034,301,302,70.2,11.11
1035,301,303,72.0,11.11
1036,302,303,109.3,11.11
1037,302,313,180.7,11.11
1038,302,315,70.8,11.11
1039,302,316,131.5,11.11
1040,303,304,78.3,11.11
1041,303,312,196.0,11.11
1042,303,313,180.0,11.11
1043,303,315,130.5,11.11
1044,304,305,98.5,11.11
1045,304,306,117.4,11.11
1046,304,312,170.8,11.11
1047,305,306,129.4,11.11
1048,305,307,127.1,11.11
1049,305,309,101.2,11.11
1050,305,312,150.0,11.11
1051,306,307,99.3,11.11
1052,306,532,120.4,11.11
1053,306,533,74.8,11.11
1054,307,308,74.7,11.11
1055,307,309,180.7,11.11
1056,307,532,122.7,11.11
1057,307,543,161.7,11.11
1058,308,532,104.4,11.11
1059,308,543,132.0,11.11
1060,309,310,157.4,11.11
1061,309,311,215.4,11.11
1062,309,312,142.9,11.11
1063,309,543,225.8,11.11
1064,309,551,173.5,11.11
1065,309,588,128.2,11.11
1066,310,311,79.5,11.11
1067,310,473,146.0,11.11
1068,310,584,219.1,11.11
1069,310,588,86.5,11.11
1070,311,312,133.0,11.11
1071,311,313,157.9,11.11
1072,311,448,192.3,11.11
1073,311,459,133.2,11.11
1074,311,473,107.6,11.11
1075,312,313,80.8,11.11
1076,312,459,193.6,11.11
1077,313,314,83.3,11.11
1078,313,315,115.7,11.11
1079,313,459,152.6,11.11
1080,314,315,93.7,11.11
1081,314,316,161.2,11.11
1082,314,317,128.0,11.11
1083,314,458,176.7,11.11
1084,314,459,137.3,11.11
1085,315,316,131.7,11.11
1086,316,317,71.2,11.11
1087,316,318,148.8,11.11
1088,316,319,94.8,11.11
1089,316,321,103.8,11.11
1090,317,318,102.3,11.11
1091,317,458,153.6,11.11
1092,318,319,117.0,11.11
1093,318,320,147.1,11.11
1094,318,456,84.5,11.11
1095,318,458,138.2,11.11
1096,318,625,155.4,11.11
1097,318,626,259.5,11.11
1098,319,320,76.5,11.11
1099,319,321,82.2,11.11
1100,319,456,124.3,11.11
1101,320,321,124.5,11.11
1102,320,456,103.1,11.11
1103,320,457,70.1,11.11
1104,321,322,76.2,11.11
1105,321,326,170.1,11.11
1106,321,457,170.2,11.11
1107,322,323,94.2,11.11
1108,322,324,107.9,11.11
1109,322,326,135.0,11.11
1110,322,457,173.2,11.11
1111,323,324,124.7,11.11
1112,323,325,97.6,11.11
1113,323,326,156.0,11.11
1114,325,326,110.0,11.11
1115,325,327,89.2,11.11
1116,325,338,102.9,11.11
1117,326,327,107.0,11.11
1118,326,328,116.0,11.11
1119,326,329,120.1,11.11
1120,326,457,85.0,11.11
1121,327,328,84.1,11.11
1122,327,333,155.1,11.11
1123,327,335,163.0,11.11
1124,327,336,122.3,11.11
1125,327,338,130.8,11.11
1126,328,329,69.5,11.11
1127,328,331,117.9,11.11
1128,328,332,93.4,11.11
1129,328,333,109.7,11.11
1130,329,330,49.3,11.11
1131,329,331,93.3,11.11
1132,329,332,108.9,11.11
1133,329,457,102.1,11.11
1134,330,331,101.7,11.11
1135,330,457,96.6,11.11
1136,330,626,197.0,11.11
1137,331,332,59.9,11.11
1138,331,334,193.9,11.11
1139,331,626,237.8,11.11
1140,332,333,60.8,11.11
1141,332,334,150.7,11.11
1142,332,626,297.1,11.11
1143,333,334,115.8,11.11
1144,333,335,103.2,11.11
1145,334,335,143.4,11.11
1146,334,342,408.3,11.11
1147,334,461,263.2,11.11
1148,334,556,344.3,11.11
1149,334,561,145.1,11.11
1150,334,611,358.6,11.11
1151,334,626,418.7,11.11
1152,334,627,343.4,11.11
1153,335,336,53.5,11.11
1154,335,337,136.1,11.11
1155,335,341,170.3,11.11
1156,335,342,302.4,11.11
1157,336,337,88.9,11.11
1158,336,338,149.4,11.11
1159,337,338,81.2,11.11
1160,337,339,135.4,11.11
1161,337,341,84.5,11.11
1162,337,342,249.6,11.11
1163,338,339,130.8,11.11
1164,338,340,164.0,11.11
1165,339,340,79.9,11.11
1166,339,341,113.2,11.11
1167,339,342,206.4,11.11
1168,340,342,268.0,11.11
1169,341,342,165.1,11.11
1170,341,343,83.0,11.11
1171,342,343,170.7,11.11
1172,342,561,470.5,11.11
1173,342,611,212.9,11.11
1174,344,345,193.8,11.11
1175,344,346,240.5,11.11
1176,344,561,263.3,11.11
1177,344,566,107.8,11.11
1178,344,609,144.4,11.11
1179,344,610,206.7,11.11
1180,344,611,383.8,11.11
1181,345,346,99.4,11.11
1182,345,349,120.9,11.11
1183,345,560,133.9,11.11
1184,345,566,132.5,11.11
1185,346,347,91.7,11.11
1186,346,348,164.6,11.11
1187,346,349,132.8,11.11
1188,346,608,131.5,11.11
1189,346,609,206.4,11.11
1190,347,348,113.1,11.11
1191,347,363,130.1,11.11
1192,347,364,168.4,11.11
1193,347,608,175.3,11.11
1194,348,349,98.5,11.11
1195,348,351,165.5,11.11
1196,348,354,169.0,11.11
1197,348,362,133.3,11.11
1198,348,363,95.5,11.11
1199,349,350,82.3,11.11
1200,349,351,150.0,11.11
1201,349,560,148.1,11.11
1202,350,351,123.1,11.11
1203,350,560,87.5,11.11
1204,351,352,113.5,11.11
1205,351,353,151.9,11.11
1206,351,354,137.6,11.11
1207,351,362,191.3,11.11
1208,351,557,190.8,11.11
1209,351,558,242.2,11.11
1210,351,560,202.2,11.11
1211,351,628,156.1,11.11
1212,352,353,120.4,11.11
1213,352,463,432.0,11.11
1214,352,557,157.2,11.11
1215,352,628,75.1,11.11
1216,352,629,186.6,11.11
1217,353,354,123.6,11.11
1218,353,355,149.4,11.11
1219,353,463,352.9,11.11
1220,354,355,139.3,11.11
1221,354,356,170.4,11.11
1222,354,362,86.0,11.11
1223,355,356,109.7,11.11
1224,355,357,167.1,11.11
1225,355,463,330.4,11.11
1226,355,464,148.1,11.11
1227,356,357,106.7,11.11
1228,356,358,146.5,11.11
1229,356,360,149.6,11.11
1230,356,361,130.1,11.11
1231,356,362,154.3,11.11
1232,357,358,75.1,11.11
1233,357,463,393.2,11.11
1234,357,464,185.7,11.11
1235,358,359,66.3,11.11
1236,358,360,158.3,11.11
1237,358,463,463.6,11.11
1238,359,360,186.9,11.11
1239,359,364,384.5,11.11
1240,359,365,229.2,11.11
1241,359,463,511.2,11.11
1242,359,568,190.4,11.11
1243,360,361,93.1,11.11
1244,360,364,199.3,11.11
1245,360,365,377.8,11.11
1246,361,362,104.3,11.11
1247,361,363,131.0,11.11
1248,361,364,163.4,11.11
1249,362,363,111.1,11.11
1250,363,364,112.0,11.11
1251,364,365,548.4,11.11
1252,364,608,296.4,11.11
1253,365,366,512.9,11.11
1254,365,567,539.8,11.11
1255,365,568,108.3,11.11
1256,366,367,93.1,11.11
1257,366,368,172.2,11.11
1258,366,369,242.9,11.11
1259,366,567,256.5,11.11
1260,367,368,79.2,11.11
1261,367,369,208.3,11.11
1262,368,369,213.5,11.11
1263,368,370,300.9,11.11
1264,368,531,397.3,11.11
1265,369,370,164.3,11.11
1266,369,567,273.0,11.11
1267,370,466,880.1,11.11
1268,370,467,431.2,11.11
1269,370,531,327.5,11.11
1270,370,567,425.2,11.11
1271,370,569,311.5,11.11
1272,370,570,265.6,11.11
1273,371,372,115.0,11.11
1274,371,373,161.3,11.11
1275,371,472,199.3,11.11
1276,371,569,181.4,11.11
1277,371,570,118.3,11.11
1278,372,373,151.6,11.11
1279,372,374,217.5,11.11
1280,372,570,146.7,11.11
1281,373,374,117.2,11.11
1282,373,375,136.5,11.11
1283,373,376,228.4,11.11
1284,373,472,104.4,11.11
1285,374,375,98.3,11.11
1286,374,377,239.7,11.11
1287,374,379,380.6,11.11
1288,374,531,704.9,11.11
1289,374,570,356.6,11.11
1290,375,376,118.4,11.11
1291,375,377,160.4,11.11
1292,376,377,105.9,11.11
1293,376,378,156.7,11.11
1294,376,380,125.3,11.11
1295,376,472,172.5,11.11
1296,377,378,139.7,11.11
1297,377,379,141.5,11.11
1298,378,379,75.3,11.11
1299,378,380,145.9,11.11
1300,379,380,219.7,11.11
1301,379,381,262.5,11.11
1302,379,382,284.6,11.11
1303,379,386,339.9,11.11
1304,380,381,103.3,11.11
1305,380,470,168.3,11.11
1306,380,471,168.7,11.11
1307,380,472,218.3,11.11
1308,381,382,55.1,11.11
1309,381,466,610.3,11.11
1310,381,470,148.5,11.11
1311,382,383,101.4,11.11
1312,382,386,270.0,11.11
1313,382,389,277.2,11.11
1314,382,466,577.1,11.11
1315,382,470,179.1,11.11
1316,383,384,85.7,11.11
1317,383,386,169.1,11.11
1318,383,389,237.0,11.11
1319,384,385,79.2,11.11
1320,384,386,112.6,11.11
1321,384,389,191.4,11.11
1322,385,386,114.6,11.11
1323,385,387,75.4,11.11
1324,385,389,167.7,11.11
1325,386,387,158.9,11.11
1326,386,388,217.6,11.11
1327,386,389,279.4,11.11
1328,386,390,338.8,11.11
1329,386,597,446.8,11.11
1330,387,388,73.3,11.11
1331,387,389,177.8,11.11
1332,388,389,216.3,11.11
1333,389,390,266.0,11.11
1334,389,466,392.8,11.11
1335,389,573,291.3,11.11
1336,389,597,471.9,11.11
1337,390,573,164.1,11.11
1338,390,597,213.7,11.11
1339,391,392,133.7,11.11
1340,391,393,125.4,11.11
1341,391,571,98.3,11.11
1342,391,572,129.1,11.11
1343,391,594,180.2,11.11
1344,391,595,177.4,11.11
1345,392,393,146.6,11.11
1346,392,594,75.6,11.11
1347,392,596,122.9,11.11
1348,393,394,92.8,11.11
1349,393,395,128.4,11.11
1350,393,572,166.3,11.11
1351,393,596,235.5,11.11
1352,394,395,138.6,11.11
1353,394,396,535.7,11.11
1354,394,397,451.1,11.11
1355,394,417,133.3,11.11
1356,394,420,433.7,11.11
1357,394,596,280.7,11.11
1358,395,396,447.1,11.11
1359,395,572,106.4,11.11
1360,396,397,272.2,11.11
1361,396,417,618.6,11.11
1362,396,463,593.7,11.11
1363,396,466,544.4,11.11
1364,396,572,488.4,11.11
1365,396,578,625.6,11.11
1366,396,583,620.8,11.11
1367,397,398,161.8,11.11
1368,397,399,160.8,11.11
1369,397,400,231.1,11.11
1370,397,415,436.7,11.11
1371,397,417,475.9,11.11
1372,397,438,449.5,11.11
1373,397,526,294.9,11.11
1374,397,527,338.4,11.11
1375,397,528,298.5,11.11
1376,397,578,450.9,11.11
1377,398,399,47.8,11.11
1378,399,400,73.6,11.11
1379,399,438,336.2,11.11
1380,399,527,220.9,11.11
1381,399,528,213.1,11.11
1382,399,529,261.3,11.11
1383,400,401,102.4,11.11
1384,400,402,121.6,11.11
1385,400,438,277.8,11.11
1386,400,527,216.0,11.11
1387,400,529,226.1,11.11
1388,401,402,125.5,11.11
1389,401,403,147.4,11.11
1390,401,404,119.2,11.11
1391,401,529,182.4,11.11
1392,401,530,118.9,11.11
1393,402,403,128.8,11.11
1394,402,438,158.5,11.11
1395,403,404,83.8,11.11
1396,403,405,136.1,11.11
1397,403,437,84.1,11.11
1398,403,438,114.1,11.11
1399,404,405,95.8,11.11
1400,404,406,119.5,11.11
1401,404,530,156.4,11.11
1402,405,406,143.5,11.11
1403,405,407,103.0,11.11
1404,405,432,209.9,11.11
1405,405,436,131.0,11.11
1406,405,437,158.6,11.11
1407,406,407,132.7,11.11
1408,406,408,77.8,11.11
1409,406,530,97.7,11.11
1410,407,408,144.2,11.11
1411,407,409,166.3,11.11
1412,407,410,236.3,11.11
1413,407,430,153.1,11.11
1414,407,432,180.3,11.11
1415,408,410,106.6,11.11
1416,408,529,175.7,11.11
1417,408,530,136.4,11.11
1418,409,410,120.1,11.11
1419,409,423,102.9,11.11
1420,409,424,188.5,11.11
1421,409,430,199.9,11.11
1422,409,431,128.0,11.11
1423,410,411,109.4,11.11
1424,410,412,129.3,11.11
1425,410,421,196.6,11.11
1426,410,423,178.0,11.11
1427,410,430,314.7,11.11
1428,410,529,190.3,11.11
1429,411,412,155.8,11.11
1430,411,413,157.7,11.11
1431,411,421,124.7,11.11
1432,412,413,127.8,11.11
1433,412,415,147.0,11.11
1434,412,421,279.3,11.11
1435,412,527,183.1,11.11
1436,412,529,128.6,11.11
1437,413,414,99.5,11.11
1438,413,415,178.7,11.11
1439,413,417,280.3,11.11
1440,413,419,212.5,11.11
1441,413,420,235.4,11.11
1442,413,421,267.8,11.11
1443,413,549,572.9,11.11
1444,413,550,485.9,11.11
1445,414,415,128.7,11.11
1446,414,416,122.4,11.11
1447,414,417,182.6,11.11
1448,415,416,110.2,11.11
1449,415,417,171.4,11.11
1450,415,526,157.0,11.11
1451,415,527,120.4,11.11
1452,416,417,68.0,11.11
1453,416,418,73.1,11.11
1454,417,418,68.0,11.11
1455,417,419,265.8,11.11
1456,417,420,323.7,11.11
1457,417,526,193.1,11.11
1458,417,596,281.6,11.11
1459,419,420,58.0,11.11
1460,420,549,539.5,11.11
1461,420,596,320.5,11.11
1462,421,422,109.9,11.11
1463,421,423,122.0,11.11
1464,421,425,230.7,11.11
1465,421,426,302.7,11.11
1466,421,550,236.3,11.11
1467,422,423,85.0,11.11
1468,422,424,137.9,11.11
1469,422,425,121.6,11.11
1470,422,426,193.7,11.11
1471,423,424,134.0,11.11
1472,423,431,156.8,11.11
1473,424,425,98.2,11.11
1474,424,426,132.5,11.11
1475,424,427,153.3,11.11
1476,424,428,158.5,11.11
1477,424,429,89.6,11.11
1478,424,431,125.2,11.11
1479,425,426,72.1,11.11
1480,426,427,119.4,11.11
1481,426,428,188.4,11.11
1482,426,433,269.7,11.11
1483,426,434,513.7,11.11
1484,426,550,228.9,11.11
1485,427,428,84.6,11.11
1486,427,433,154.3,11.11
1487,428,429,70.0,11.11
1488,428,430,147.5,11.11
1489,428,433,86.8,11.11
1490,429,430,128.7,11.11
1491,429,431,129.5,11.11
1492,430,431,78.1,11.11
1493,430,432,116.4,11.11
1494,430,433,174.5,11.11
1495,432,433,180.7,11.11
1496,432,434,222.1,11.11
1497,432,436,176.9,11.11
1498,433,434,244.8,11.11
1499,434,435,236.4,11.11
1500,434,436,290.5,11.11
1501,434,438,472.1,11.11
1502,434,477,270.6,11.11
1503,434,542,1026.4,11.11
1504,434,550,732.7,11.11
1505,434,577,549.1,11.11
1506,434,578,659.1,11.11
1507,434,598,351.1,11.11
1508,434,600,560.9,11.11
1509,435,436,76.0,11.11
1510,435,438,236.3,11.11
1511,436,437,137.9,11.11
1512,436,438,204.0,11.11
1513,437,438,70.7,11.11
1514,438,578,251.2,11.11
1515,438,598,511.9,11.11
1516,439,440,113.9,11.11
1517,439,442,186.3,11.11
1518,439,579,117.6,11.11
1519,439,580,138.3,11.11
1520,439,581,151.3,11.11
1521,440,441,103.1,11.11
1522,440,442,153.9,11.11
1523,440,581,56.4,11.11
1524,441,442,64.9,11.11
1525,441,443,180.4,11.11
1526,441,445,227.2,11.11
1527,441,451,129.7,11.11
1528,441,455,389.4,11.11
1529,441,581,147.5,11.11
1530,442,443,132.3,11.11
1531,442,444,106.7,11.11
1532,442,580,72.0,11.11
1533,443,444,80.3,11.11
1534,443,445,94.2,11.11
1535,443,451,193.7,11.11
1536,443,579,248.1,11.11
1537,443,586,212.2,11.11
1538,443,601,563.9,11.11
1539,444,579,177.7,11.11
1540,444,580,124.9,11.11
1541,445,446,142.5,11.11
1542,445,447,106.7,11.11
1543,445,451,179.3,11.11
1544,445,453,80.5,11.11
1545,445,586,188.3,11.11
1546,446,447,118.4,11.11
1547,446,448,155.1,11.11
1548,446,473,151.5,11.11
1549,446,474,72.9,11.11
1550,446,584,182.6,11.11
1551,446,586,152.6,11.11
1552,447,448,104.4,11.11
1553,447,449,148.7,11.11
1554,447,450,163.5,11.11
1555,447,451,188.2,11.11
1556,447,453,119.1,11.11
1557,447,473,206.3,11.11
1558,447,586,242.4,11.11
1559,448,449,113.3,11.11
1560,448,459,126.3,11.11
1561,448,473,145.6,11.11
1562,449,450,83.8,11.11
1563,449,458,127.0,11.11
1564,449,459,164.6,11.11
1565,450,451,136.1,11.11
1566,450,452,106.8,11.11
1567,450,453,170.3,11.11
1568,450,454,168.1,11.11
1569,450,455,387.7,11.11
1570,450,458,183.0,11.11
1571,451,452,151.9,11.11
1572,451,453,98.8,11.11
1573,451,454,108.8,11.11
1574,451,455,370.8,11.11
1575,451,581,216.4,11.11
1576,452,454,103.2,11.11
1577,452,455,281.2,11.11
1578,454,455,262.0,11.11
1579,455,458,476.8,11.11
1580,455,462,235.9,11.11
1581,455,463,845.5,11.11
1582,455,556,448.8,11.11
1583,455,581,272.4,11.11
1584,455,583,218.8,11.11
1585,455,625,339.9,11.11
1586,455,626,282.4,11.11
1587,455,627,296.6,11.11
1588,456,457,146.8,11.11
1589,456,625,171.1,11.11
1590,456,626,191.0,11.11
1591,457,626,249.1,11.11
1592,458,459,153.5,11.11
1593,458,625,142.2,11.11
1594,459,473,170.4,11.11
1595,460,461,109.0,11.11
1596,460,462,108.6,11.11
1597,460,627,58.8,11.11
1598,461,462,202.2,11.11
1599,461,556,147.3,11.11
1600,461,561,285.7,11.11
1601,461,627,117.8,11.11
1602,462,463,735.9,11.11
1603,462,556,213.8,11.11
1604,462,627,158.3,11.11
1605,463,464,209.9,11.11
1606,463,465,245.3,11.11
1607,463,466,620.7,11.11
1608,463,556,721.0,11.11
1609,463,567,722.1,11.11
1610,463,568,591.3,11.11
1611,463,578,1022.9,11.11
1612,463,583,745.1,11.11
1613,463,629,528.5,11.11
1614,464,465,70.2,11.11
1615,466,467,472.7,11.11
1616,466,468,467.8,11.11
1617,466,470,562.5,11.11
1618,466,567,654.5,11.11
1619,466,572,507.1,11.11
1620,466,573,417.1,11.11
1621,467,468,121.3,11.11
1622,467,469,123.5,11.11
1623,467,569,242.7,11.11
1624,468,469,66.3,11.11
1625,468,470,143.7,11.11
1626,469,470,140.8,11.11
1627,469,471,174.9,11.11
1628,469,569,187.9,11.11
1629,470,471,124.2,11.11
1630,470,569,267.6,11.11
1631,471,472,127.8,11.11
1632,471,569,191.1,11.11
1633,472,569,217.5,11.11
1634,473,474,98.4,11.11
1635,473,475,106.7,11.11
1636,473,584,154.0,11.11
1637,474,475,49.8,11.11
1638,474,584,117.5,11.11
1639,475,584,68.0,11.11
1640,476,543,237.5,11.11
1641,476,551,396.1,11.11
1642,476,601,720.3,11.11
1643,477,478,34.9,11.11
1644,477,479,92.9,11.11
1645,477,480,178.8,11.11
1646,477,481,163.1,11.11
1647,477,482,121.4,11.11
1648,477,523,363.3,11.11
1649,477,525,320.3,11.11
1650,477,542,841.7,11.11
1651,477,550,804.4,11.11
1652,477,577,533.3,11.11
1653,477,600,507.0,11.11
1654,477,615,335.1,11.11
1655,477,617,316.0,11.11
1656,478,479,81.5,11.11
1657,478,481,181.0,11.11
1658,478,482,151.8,11.11
1659,479,480,93.1,11.11
1660,479,481,134.2,11.11
1661,480,481,115.9,11.11
1662,480,525,149.3,11.11
1663,481,482,86.3,11.11
1664,481,483,125.5,11.11
1665,481,484,220.6,11.11
1666,481,485,262.0,11.11
1667,481,525,191.8,11.11
1668,481,615,216.3,11.11
1669,481,617,292.9,11.11
1670,483,484,95.2,11.11
1671,483,485,152.0,11.11
1672,483,615,129.6,11.11
1673,484,485,91.2,11.11
1674,484,613,159.6,11.11
1675,484,614,106.2,11.11
1676,484,615,129.4,11.11
1677,485,486,148.3,11.11
1678,485,487,194.9,11.11
1679,485,518,294.8,11.11
1680,485,525,214.6,11.11
1681,485,612,335.6,11.11
1682,485,613,183.1,11.11
1683,485,614,177.6,11.11
1684,486,487,105.4,11.11
1685,486,488,137.1,11.11
1686,486,518,363.2,11.11
1687,486,523,210.0,11.11
1688,486,525,144.0,11.11
1689,487,488,124.8,11.11
1690,487,494,203.0,11.11
1691,487,518,302.0,11.11
1692,487,519,155.7,11.11
1693,487,520,164.2,11.11
1694,488,489,106.7,11.11
1695,488,490,96.7,11.11
1696,488,494,163.9,11.11
1697,488,520,226.8,11.11
1698,488,523,221.4,11.11
1699,488,525,225.0,11.11
1700,489,490,100.2,11.11
1701,489,523,132.9,11.11
1702,489,524,110.3,11.11
1703,489,574,81.1,11.11
1704,490,491,70.1,11.11
1705,490,494,165.0,11.11
1706,490,574,142.9,11.11
1707,491,492,81.3,11.11
1708,491,494,188.4,11.11
1709,491,574,159.4,11.11
1710,491,575,169.8,11.11
1711,491,577,159.2,11.11
1712,492,493,119.5,11.11
1713,492,494,180.9,11.11
1714,492,577,226.0,11.11
1715,493,494,113.5,11.11
1716,493,495,128.5,11.11
1717,493,577,334.0,11.11
1718,494,495,138.9,11.11
1719,494,497,152.7,11.11
1720,494,520,155.4,11.11
1721,495,496,106.6,11.11
1722,495,497,91.7,11.11
1723,495,577,450.7,11.11
1724,496,497,189.2,11.11
1725,496,498,281.0,11.11
1726,496,521,512.4,11.11
1727,496,549,570.5,11.11
1728,496,550,567.6,11.11
1729,496,577,490.5,11.11
1730,497,498,124.8,11.11
1731,497,520,134.3,11.11
1732,498,499,101.5,11.11
1733,498,520,177.9,11.11
1734,498,521,295.1,11.11
1735,499,500,85.6,11.11
1736,499,501,139.4,11.11
1737,499,519,209.6,11.11
1738,499,520,173.6,11.11
1739,499,521,297.5,11.11
1740,500,501,154.1,11.11
1741,500,518,164.4,11.11
1742,500,519,171.7,11.11
1743,500,623,149.7,11.11
1744,501,502,264.3,11.11
1745,501,503,237.8,11.11
1746,501,521,182.4,11.11
1747,501,623,120.7,11.11
1748,502,503,89.9,11.11
1749,502,506,223.4,11.11
1750,502,507,237.2,11.11
1751,502,521,233.4,11.11
1752,502,618,203.4,11.11
1753,502,620,165.2,11.11
1754,502,621,93.1,11.11
1755,502,622,177.7,11.11
1756,502,623,244.7,11.11
1757,503,504,149.9,11.11
1758,503,505,138.5,11.11
1759,503,506,222.2,11.11
1760,503,521,152.8,11.11
1761,504,505,85.9,11.11
1762,504,506,74.2,11.11
1763,505,506,145.3,11.11
1764,505,521,213.6,11.11
1765,506,507,149.5,11.11
1766,506,521,345.9,11.11
1767,506,522,497.4,11.11
1768,507,522,474.8,11.11
1769,507,618,103.8,11.11
1770,507,619,230.6,11.11
1771,508,509,28.7,11.11
1772,508,510,148.2,11.11
1773,508,511,119.0,11.11
1774,508,512,213.8,11.11
1775,508,514,353.0,11.11
1776,508,552,424.9,11.11
1777,508,553,362.0,11.11
1778,508,555,246.3,11.11
1779,508,619,560.5,11.11
1780,508,624,279.9,11.11
1781,509,510,121.1,11.11
1782,509,511,114.7,11.11
1783,510,511,130.9,11.11
1784,510,512,166.3,11.11
1785,510,513,185.1,11.11
1786,510,554,208.8,11.11
1787,511,554,153.2,11.11
1788,511,555,143.1,11.11
1789,512,513,125.0,11.11
1790,512,514,178.5,11.11
1791,513,514,251.6,11.11
1792,513,554,365.7,11.11
1793,514,515,171.1,11.11
1794,514,516,151.9,11.11
1795,514,517,156.5,11.11
1796,514,542,727.1,11.11
1797,514,624,514.1,11.11
1798,515,516,141.8,11.11
1799,516,517,149.6,11.11
1800,517,542,571.6,11.11
1801,518,519,153.1,11.11
1802,518,612,212.7,11.11
1803,518,623,224.7,11.11
1804,518,624,477.5,11.11
1805,519,520,148.7,11.11
1806,521,522,839.8,11.11
1807,523,524,47.3,11.11
1808,523,525,112.2,11.11
1809,523,574,124.7,11.11
1810,523,577,184.9,11.11
1811,524,574,80.1,11.11
1812,526,527,124.0,11.11
1813,526,528,53.2,11.11
1814,527,528,72.5,11.11
1815,527,529,101.7,11.11
1816,529,530,85.9,11.11
1817,531,570,368.4,11.11
1818,532,533,79.1,11.11
1819,534,535,119.8,11.11
1820,534,536,93.4,11.11
1821,535,536,104.2,11.11
1822,535,537,73.4,11.11
1823,536,537,32.7,11.11
1824,538,539,90.4,11.11
1825,540,541,396.2,11.11
1826,540,546,651.7,11.11
1827,541,606,395.2,11.11
1828,542,600,557.4,11.11
1829,542,601,700.2,11.11
1830,542,617,602.1,11.11
1831,542,624,815.3,11.11
1832,543,551,203.5,11.11
1833,543,588,296.7,11.11
1834,543,601,599.1,11.11
1835,549,550,257.6,11.11
1836,549,577,531.7,11.11
1837,550,577,313.0,11.11
1838,551,587,86.7,11.11
1839,551,588,136.8,11.11
1840,551,601,408.0,11.11
1841,552,553,111.2,11.11
1842,552,554,184.4,11.11
1843,553,554,188.3,11.11
1844,553,555,115.8,11.11
1845,554,555,133.2,11.11
1846,556,557,185.6,11.11
1847,556,558,144.8,11.11
1848,556,559,215.3,11.11
1849,556,560,266.4,11.11
1850,556,561,299.2,11.11
1851,556,562,235.3,11.11
1852,556,564,272.6,11.11
1853,556,629,192.9,11.11
1854,557,558,94.6,11.11
1855,557,560,175.2,11.11
1856,557,628,91.9,11.11
1857,557,629,113.8,11.11
1858,558,559,78.6,11.11
1859,558,560,127.0,11.11
1860,559,560,51.2,11.11
1861,560,562,171.2,11.11
1862,560,564,92.8,11.11
1863,560,566,167.6,11.11
1864,561,562,139.0,11.11
1865,561,563,104.9,11.11
1866,561,566,225.3,11.11
1867,561,611,350.5,11.11
1868,562,563,104.2,11.11
1869,562,564,93.5,11.11
1870,562,565,105.7,11.11
1871,562,566,133.8,11.11
1872,563,565,110.8,11.11
1873,563,566,126.5,11.11
1874,564,565,71.0,11.11
1875,564,566,90.0,11.11
1876,565,566,28.2,11.11
1877,567,568,473.6,11.11
1878,569,570,257.9,11.11
1879,571,572,165.3,11.11
1880,571,573,143.6,11.11
1881,571,595,178.8,11.11
1882,571,597,232.4,11.11
1883,572,573,203.6,11.11
1884,573,597,327.2,11.11
1885,574,575,50.8,11.11
1886,574,577,73.0,11.11
1887,575,576,48.6,11.11
1888,575,577,28.1,11.11
1889,576,577,22.8,11.11
1890,578,579,268.1,11.11
1891,578,581,356.8,11.11
1892,578,582,290.6,11.11
1893,578,583,409.7,11.11
1894,578,598,558.9,11.11
1895,578,601,1033.3,11.11
1896,579,580,76.7,11.11
1897,579,581,241.0,11.11
1898,579,583,455.5,11.11
1899,579,598,419.4,11.11
1900,579,601,776.2,11.11
1901,581,583,261.1,11.11
1902,582,583,145.3,11.11
1903,584,585,144.0,11.11
1904,584,586,218.1,11.11
1905,584,587,240.3,11.11
1906,584,588,231.3,11.11
1907,584,601,276.7,11.11
1908,585,586,305.7,11.11
1909,585,587,194.2,11.11
1910,585,588,264.7,11.11
1911,585,601,156.1,11.11
1912,586,601,351.8,11.11
1913,587,588,132.2,11.11
1914,587,601,325.6,11.11
1915,589,590,91.3,11.11
1916,589,591,57.1,11.11
1917,589,592,135.7,11.11
1918,590,591,37.7,11.11
1919,590,592,137.5,11.11
1920,590,593,100.4,11.11
1921,592,593,160.4,11.11
1922,594,595,63.4,11.11
1923,594,596,119.8,11.11
1924,594,597,189.2,11.11
1925,595,596,182.1,11.11
1926,595,597,131.6,11.11
1927,596,597,296.4,11.11
1928,598,599,307.3,11.11
